Date,Close,Volume,return_5d,return_10d,return_20d,rsi_14,macd_hist,hist_vol_20d,bb_width,bb_position,atr_14,volume_ratio_20d,obv_change_20d,excess_return_5d,excess_return_20d,future_return,label,inst_net,foreign_net,foreign_net_3d,foreign_net_5d,inst_net_3d,inst_net_5d,foreign_net_ratio_5d,inst_net_ratio_5d,smart_money_aligned
2024-01-22,27307.6640625,1456758,0.020446109677679347,0.028089898794184887,0.030176611085437344,54.79451060063401,7.5288066619796155,0.32987706705383507,0.08227403417510275,0.8920708553984013,877.5687964927557,1.7797418053831413,0.004884787480588848,0.044848380793728326,0.08753420140453261,0.0018215467784483685,0.0,9476498450,5917323400,6610025000.0,3599809400.0,-1030122950.0,476323400.0,0.008286701803007168,0.0010964886023116958,0
2024-01-23,27655.849609375,986193,0.05303028725535275,0.047081023430034286,0.05315450372127417,52.17390438366042,83.73936772135785,0.3293944506500451,0.09110257845644092,0.9683538606895843,838.4867853597791,1.1737728811907153,0.007465036870009323,0.060629604917916025,0.09985026421440413,-0.025179813690805575,0.0,5589927950,2726840100,16204318050.0,9433817650.0,8367483350.0,8206408550.0,0.021096955943910475,0.018352086722503085,1
2024-01-24,27556.3671875,749679,0.08627448655524694,0.01838231154362857,0.05334098827942135,55.384603767429994,120.90950608623912,0.32934836832065945,0.09618701258581998,0.8762656629913725,810.0635050269678,0.8793984497426189,0.007059274830961693,0.072402800354189,0.10328119542295111,0.023465751308043403,1.0,3164748600,6760850,14225779950.0,15254188500.0,15259216250.0,14036303450.0,0.03355174691072451,0.030872996024438094,1
2024-01-25,28004.03515625,1481082,0.08269238334926765,0.06026371294834254,0.09960936361608907,56.39098143925214,166.30362623581382,0.31344897768921803,0.09814838352615154,0.9893287437453206,792.2990350467834,1.679351150969335,0.011051042906764508,0.07027453432095099,0.15042412719155018,-0.02309056186517766,0.0,6692297450,-296706700,8650924350.0,18937919000.0,18231175000.0,17122159900.0,0.040003871454415516,0.036168318370225785,1
2024-01-26,28352.220703125,924230,0.07750475999465278,0.0714285872446716,0.09195399186198738,64.06249808271151,207.74496869562074,0.3100622853668776,0.10797097757271873,1.0217889547273242,770.9815794245379,1.032606145382472,0.011478111200139862,0.07515106798402504,0.14358588067249,-0.04736849247850883,0.0,5299441500,3199968750,2436894250.0,13935834100.0,15446974000.0,25116262300.0,0.02888757511970324,0.05206347239146744,1
2024-01-29,27357.40625,1135082,0.0018215467784483685,0.022304900001342887,0.03383461338128324,56.551734409675156,158.35574771393158,0.3350411896648854,0.10824752076699784,0.6623719624476323,827.8281404542124,1.2297015719055049,0.00860443067875849,-0.012908423903080335,0.092069573629175,-0.009090888322060842,0.0,-1551233700,5137574400,2910022900.0,11554186400.0,15156487550.0,30222913950.0,0.023189260757843045,0.060657410931885446,1
2024-01-30,26959.48046875,784803,-0.025179813690805575,0.026515180811487626,0.013084126416891717,49.28572189852635,92.3558696403943,0.33966434772411164,0.10777154637873677,0.5197299777185214,820.7222314387743,0.8460636789851759,0.006121645240428464,-0.03332952271982503,0.07713362666114099,0.0018449272903331426,0.0,-2205219800,2901900800,8040836450.0,10774437400.0,10440505250.0,19195181800.0,0.021508239051492583,0.03831796904692766,1
2024-01-31,28202.998046875,3788729,0.023465751308043403,0.11176473350902483,0.030909063130756476,61.84211206130471,123.94715894758556,0.364047251136022,0.11514760969992581,0.9056083851342591,920.2037094839317,3.585254512844367,0.010420068018424322,0.012371181894696548,0.07318250519409564,0.003527301196300403,0.0,7534159500,6331756100,11239443950.0,10949498100.0,1542988000.0,11400034050.0,0.019048636576583188,0.019832425522693483,1
2024-02-01,27357.40625,1344043,-0.02309056186517766,0.05769240789058472,0.018518549489725977,55.35714744820555,81.44605330705409,0.37487481923258986,0.11579837784273006,0.6242321249660581,948.6269902771666,1.2516346276922845,0.009866625695684306,-0.052284871345236406,0.03574302330799295,0.05636363610402584,1.0,-1426215800,-3122436800,14371231300.0,17274493350.0,3777706000.0,15769444950.0,0.029546208239348126,0.026971980877901505,1
2024-02-02,27009.21875,1236872,-0.04736849247850883,0.026464983875288395,-0.005494522090492948,51.479286091346395,26.29079627803722,0.376049192333983,0.11565398999504918,0.515153500562636,966.3915376772586,1.17149929352324,0.005115280630047625,-0.10254165623778755,-0.019935493410447758,0.06629832696012361,1.0,-5068069750,-5507851950,6111220100.0,14448763250.0,3902723900.0,7650931700.0,0.025142115463797184,0.013313292278287285,1
